--------- beginning of /dev/log/main 
I/Icing   (  746): Indexing 9EBFE84EABD9270B25A97439CA522B4FC49A4875 from com.google.android.gms 
I/Icing   (  746): Indexing done 9EBFE84EABD9270B25A97439CA522B4FC49A4875 
D/AndroidRuntime( 8097):  
D/AndroidRuntime( 8097): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<< 
D/AndroidRuntime( 8097): CheckJNI is OFF 
D/dalvikvm( 8097): Using executionMode 2 
D/dalvikvm( 8097): Trying to load lib libjavacore.so 0x0 
D/dalvikvm( 8097): Added shared lib libjavacore.so 0x0 
D/dalvikvm( 8097): Trying to load lib libnativehelper.so 0x0 
D/dalvikvm( 8097): Added shared lib libnativehelper.so 0x0 
D/dalvikvm( 8097): No JNI_OnLoad found in libnativehelper.so 0x0, skipping init 
D/dalvikvm( 8097): Note: class Landroid/app/ActivityManagerNative; has 179 unimplemented (abstract) methods 
E/memtrack( 8097): Couldn't load memtrack module (No such file or directory) 
E/android.os.Debug( 8097): failed to load memtrack module: -2 
D/AndroidRuntime( 8097): Calling main entry com.android.commands.monkey.Monkey 
--------- beginning of /dev/log/system 
W/BroadcastQueue(  470): Skipping deliver [background] BroadcastRecord{4aa65084 u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{4aa6a024 8097 (unknown name)/0/u-1 remote:4a9997d0}: process crashing 
D/yeshen  ( 6059): launcher onpause 
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.greendot.walmart.prepaid/com.greendotcorp.core.activity.RootActivity} from pid 8097 
I/ActivityManager(  470): Start proc com.greendot.walmart.prepaid for activity com.greendot.walmart.prepaid/com.greendotcorp.core.activity.RootActivity: pid=8107 uid=10054 gids={50054, 3003, 1028, 1015, 1023} 
E/SurfaceFlinger(  165): glCheckFramebufferStatusOES error 36054 
E/SurfaceFlinger(  165): got GL_FRAMEBUFFER_COMPLETE_OES error while taking screenshot 
D/SurfaceFlinger(  165): setOrientation, mFbdev=0xb8e13050, mFbDev->setOrientation=0xb694cce0, orientation=3 
I/gralloc_nox(  165): setOrientation: orientation=3 
D/Tinker.DefaultAppLike( 6059): onConfigurationChanged:{1.0 310mcc16mnc ja_US ldltr sw480dp w480dp h828dp 240dpi lrg long port finger qwerty/v/v dpad/v s.43} 
I/InputReader(  470): Reconfiguring input devices.  changes=0x00000004 
I/InputReader(  470): Device reconfigured: id=1, name='seamless mouse', size 1280x720, orientation 3, mode 1, display id 0 
I/InputReader(  470): Device reconfigured: id=3, name='Android Input', size 1280x720, orientation 3, mode 1, display id 0 
I/InputReader(  470): Reconfiguring input devices.  changes=0x00000004 
I/InputReader(  470): Device reconfigured: id=8, name='VirtualBox USB Tablet', size 1280x720, orientation 3, mode 1, display id 0 
I/ActivityManager(  470): Config changes=480 {1.0 310mcc16mnc ja_US ldltr sw480dp w480dp h828dp 240dpi lrg long port finger qwerty/v/v dpad/v s.43} 
D/Sensors (  470): Client connection accepted (183) 
D/PhoneStatusBar(  556): mSettingsPanelGravity = 55 
W/SurfaceFlinger(  165): setTransactionState timed out! 
W/NetworkManagementSocketTagger(  470): setKernelCountSet(10054, 1) failed with errno -13 
I/WearableService(  668): Wearable Services stopping 
I/dalvikvm( 8107): ignoring registerObject request in thread=1 
I/dalvikvm( 8107): ignoring registerObject request in thread=1 
D/dalvikvm(  556): GC_FOR_ALLOC freed 767K, 65% free 7044K/19764K, paused 2ms, total 12ms 
I/dalvikvm-heap(  556): Grow heap (frag case) to 13.191MB for 6553612-byte allocation 
D/dalvikvm(  556): GC_FOR_ALLOC freed 1K, 49% free 13443K/26168K, paused 28ms, total 28ms 
D/dalvikvm(  556): GC_CONCURRENT freed 1K, 49% free 13442K/26168K, paused 2ms+1ms, total 6ms 
W/WindowManager(  470): Window freeze timeout expired. 
W/WindowManager(  470): Force clearing orientation change: Window{4a9639a4 u0 StatusBar} 
W/WindowManager(  470): Force clearing orientation change: Window{4aa644d8 u0 Starting com.greendot.walmart.prepaid} 
W/WindowManager(  470): Force clearing orientation change: Window{4a997784 u0 com.android.systemui.ImageWallpaper} 
W/WindowManager(  470): App freeze timeout expired. 
W/WindowManager(  470): Force clearing freeze: AppWindowToken{4aa5c4dc token=Token{4ac0083c ActivityRecord{4ae60120 u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.RootActivity t48}}} 
E/FlurryAgent( 8107): Listener cannot be null 
I/WindowManager(  470): Screen frozen for +5s132ms due to Window{4aa644d8 u0 Starting com.greendot.walmart.prepaid} 
I/dalvikvm( 8107): Could not find method android.content.pm.PackageManager.getPackageInstaller, referenced from method com.google.android.gms.common.zze.zzs 
W/dalvikvm( 8107): VFY: unable to resolve virtual method 1628: Landroid/content/pm/PackageManager;.getPackageInstaller ()Landroid/content/pm/PackageInstaller; 
D/dalvikvm( 8107): VFY: replacing opcode 0x6e at 0x001a 
D/dalvikvm( 8107): JIT code cache reset in 0 ms (0 bytes 1/0) 
D/dalvikvm( 8107): GC_CONCURRENT freed 258K, 10% free 3071K/3392K, paused 1ms+2ms, total 12ms 
I/System.out( 8107): body:<okhttp3.MediaType: okhttp3.MediaType parse(java.lang.String)>	sig:specialinvoke $r11.<okhttp3.MediaType: void <init>(java.lang.String,java.lang.String,java.lang.String,java.lang.String)>($r0, $r4, $r5, $r7)	timediff:0 
E/GreendotCorp( 8107): error:14077410:SSL routines:SSL23_GET_SERVER_HELLO:sslv3 alert handshake failure (external/openssl/ssl/s23_clnt.c:741 0x83bce770:0x00000000) Error executing request '0'
W/System.err( 8107): javax.net.ssl.SSLHandshakeException: javax.net.ssl.SSLProtocolException: SSL handshake aborted: ssl=0xb8f40720: Failure in SSL library, usually a protocol error
W/System.err( 8107): error:14077410:SSL routines:SSL23_GET_SERVER_HELLO:sslv3 alert handshake failure (external/openssl/ssl/s23_clnt.c:741 0x83bce770:0x00000000)
W/System.err( 8107): 	at com.android.org.conscrypt.OpenSSLSocketImpl.startHandshake(OpenSSLSocketImpl.java:448)
W/System.err( 8107): 	at okhttp3.internal.io.RealConnection.connectTls(SourceFile:195)
W/System.err( 8107): 	at okhttp3.internal.io.RealConnection.connectSocket(SourceFile:148)
W/System.err( 8107): 	at okhttp3.internal.io.RealConnection.connect(SourceFile:111)
W/System.err( 8107): 	at okhttp3.internal.http.StreamAllocation.findConnection(SourceFile:188)
W/System.err( 8107): 	at okhttp3.internal.http.StreamAllocation.findHealthyConnection(SourceFile:127)
W/System.err( 8107): 	at okhttp3.internal.http.StreamAllocation.newStream(SourceFile:97)
W/System.err( 8107): 	at okhttp3.internal.http.HttpEngine.connect(SourceFile:289)
W/System.err( 8107): 	at okhttp3.internal.http.HttpEngine.sendRequest(SourceFile:241)
W/System.err( 8107): 	at okhttp3.RealCall.getResponse(SourceFile:240)
W/System.err( 8107): 	at okhttp3.RealCall$ApplicationInterceptorChain.proceed(SourceFile:198)
W/System.err( 8107): 	at okhttp3.RealCall.getResponseWithInterceptorChain(SourceFile:160)
W/System.err( 8107): 	at okhttp3.RealCall.execute(SourceFile:57)
W/System.err( 8107): 	at com.greendotcorp.core.network.HttpClientGdcProvider.a(SourceFile:150)
W/System.err( 8107): 	at com.greendotcorp.core.network.NetworkProvider.a(SourceFile:3099)
W/System.err( 8107): 	at com.greendotcorp.core.network.NetworkProvider$1.run(SourceFile:213)
W/System.err( 8107): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 8107): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 8107): 	at java.lang.Thread.run(Thread.java:841)
W/System.err( 8107): 	Suppressed: javax.net.ssl.SSLHandshakeException: javax.net.ssl.SSLProtocolException: SSL handshake aborted: ssl=0xb8f40720: Failure in SSL library, usually a protocol error
W/System.err( 8107): error:14077410:SSL routines:SSL23_GET_SERVER_HELLO:sslv3 alert handshake failure (external/openssl/ssl/s23_clnt.c:741 0x83bce770:0x00000000)
W/System.err( 8107): 		... 19 more
W/System.err( 8107): 	Caused by: javax.net.ssl.SSLProtocolException: SSL handshake aborted: ssl=0xb8f40720: Failure in SSL library, usually a protocol error
W/System.err( 8107): error:14077410:SSL routines:SSL23_GET_SERVER_HELLO:sslv3 alert handshake failure (external/openssl/ssl/s23_clnt.c:741 0x83bce770:0x00000000)
W/System.err( 8107): 		at com.android.org.conscrypt.NativeCrypto.SSL_do_handshake(Native Method)
W/System.err( 8107): 		at com.android.org.conscrypt.OpenSSLSocketImpl.startHandshake(OpenSSLSocketImpl.java:405)
W/System.err( 8107): 		... 18 more
W/System.err( 8107): Caused by: javax.net.ssl.SSLProtocolException: SSL handshake aborted: ssl=0xb8f40720: Failure in SSL library, usually a protocol error
W/System.err( 8107): error:14077410:SSL routines:SSL23_GET_SERVER_HELLO:sslv3 alert handshake failure (external/openssl/ssl/s23_clnt.c:741 0x83bce770:0x00000000)
W/System.err( 8107): 	at com.android.org.conscrypt.NativeCrypto.SSL_do_handshake(Native Method)
W/System.err( 8107): 	at com.android.org.conscrypt.OpenSSLSocketImpl.startHandshake(OpenSSLSocketImpl.java:405)
W/System.err( 8107): 	... 18 more
D/dalvikvm( 8107): GC_CONCURRENT freed 607K, 12% free 5260K/5932K, paused 2ms+1ms, total 5ms
W/DebugConnManager( 6059): getNetworkInfo() on networkType 1
I/InputDispatcher(  470): Dropped event because of pending overdue app switch.
W/InputManager(  470): Input event injection from pid 8097 failed.
D/FirebaseApp( 6059): Notifying background state change listeners.
D/Tinker.DefaultAppLike( 6059): onTrimMemory level:20
I/Choreographer( 6059): Skipped 301 frames!  The application may be doing too much work on its main thread.
I/System.out( 8107): body:<a.a.ez: java.net.HttpURLConnection b()>	sig:$r2 = virtualinvoke $r1.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
I/System.out( 8107): body:<a.a.ez: java.net.HttpURLConnection b()>	sig:virtualinvoke $r3.<java.net.HttpURLConnection: void setConnectTimeout(int)>(2500)	timediff:0
I/System.out( 8107): body:<a.a.ez: java.net.HttpURLConnection b()>	sig:virtualinvoke $r3.<java.net.HttpURLConnection: void setRequestProperty(java.lang.String,java.lang.String)>("User-Agent", "5.0.6")	timediff:0
I/System.out( 8107): body:<a.a.ez: java.net.HttpURLConnection b()>	sig:virtualinvoke $r3.<java.net.HttpURLConnection: void setRequestProperty(java.lang.String,java.lang.String)>("Content-Type", "application/json")	timediff:0
I/System.out( 8107): body:<a.a.ez: java.net.HttpURLConnection b()>	sig:virtualinvoke $r3.<java.net.HttpURLConnection: void setDoOutput(boolean)>(1)	timediff:0
I/System.out( 8107): body:<a.a.ez: java.net.HttpURLConnection b()>	sig:virtualinvoke $r3.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>("POST")	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.d: void <init>(a.a.ep,a.a.dr,java.net.SocketImpl)>	sig:specialinvoke $r0.<java.net.SocketImpl: void <init>()>()	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.d: void <init>(a.a.ep,a.a.dr,java.net.SocketImpl)>	sig:specialinvoke $r0.<java.net.SocketImpl: void <init>()>()	timediff:0
I/System.out( 8107): body:<a.a.d: java.lang.Object getOption(int)>	sig:$r2 = virtualinvoke $r1.<java.net.SocketImpl: java.lang.Object getOption(int)>($i0)	timediff:0
I/System.out( 8107): body:<a.a.d: java.lang.Object getOption(int)>	sig:$r2 = virtualinvoke $r1.<java.net.SocketImpl: java.lang.Object getOption(int)>($i0)	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.ez: boolean a(java.net.HttpURLConnection,org.json.JSONObject)>	sig:$r2 = virtualinvoke $r0.<java.net.HttpURLConnection: java.io.OutputStream getOutputStream()>()	timediff:140
I/System.out( 8107): body:<a.a.d: java.lang.Object getOption(int)>	sig:$r2 = virtualinvoke $r1.<java.net.SocketImpl: java.lang.Object getOption(int)>($i0)	timediff:0
I/System.out( 8107): body:<a.a.ez: boolean a(java.net.HttpURLConnection,org.json.JSONObject)>	sig:$i0 = virtualinvoke $r0.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:18
I/System.out( 8107): body:<a.a.d: java.lang.Object getOption(int)>	sig:$r2 = virtualinvoke $r1.<java.net.SocketImpl: java.lang.Object getOption(int)>($i0)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.d: java.lang.Object getOption(int)>	sig:$r2 = virtualinvoke $r1.<java.net.SocketImpl: java.lang.Object getOption(int)>($i0)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isClosed()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isClosed()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isInputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isInputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.b: boolean isOutputShutdown()>	sig:$z0 = virtualinvoke $r1.<javax.net.ssl.SSLSocket: boolean isOutputShutdown()>()	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.d: void setOption(int,java.lang.Object)>	sig:virtualinvoke $r2.<java.net.SocketImpl: void setOption(int,java.lang.Object)>($i0, $r1)	timediff:0
I/System.out( 8107): body:<a.a.ez: boolean a(java.net.HttpURLConnection,org.json.JSONObject)>	sig:virtualinvoke $r0.<java.net.HttpURLConnection: void disconnect()>()	timediff:2
I/InputDispatcher(  470): Application is not responding: AppWindowToken{4a9d7408 token=Token{4a96cf9c ActivityRecord{4aa2a79c u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.prelogin.PreLoginWelcomeActivity t48}}} - Window{4a9d7868 u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.prelogin.PreLoginWelcomeActivity}.  It has been 5006.1ms since event, 5005.1ms since wait started.  Reason: Waiting because the focused window has not finished processing the input events that were previously delivered to it.
I/WindowManager(  470): Input event dispatching timed out sending to com.greendot.walmart.prepaid/com.greendotcorp.core.activity.prelogin.PreLoginWelcomeActivity.  Reason: Waiting because the focused window has not finished processing the input events that were previously delivered to it.
I/Process (  470): Sending signal. PID: 8107 SIG: 3
I/dalvikvm( 8107): threadid=3: reacting to signal 3
W/InputManager(  470): Input event injection from pid 8097 timed out.
I/Choreographer(  470): Skipped 604 frames!  The application may be doing too much work on its main thread.
W/EGL_emulation(  556): eglSurfaceAttrib not implemented 3093 12436
I/dalvikvm( 8107): Wrote stack traces to '/data/anr/traces.txt'
I/Process (  470): Sending signal. PID: 470 SIG: 3
I/dalvikvm(  470): threadid=3: reacting to signal 3
D/libEGL  ( 8107): loaded /system/lib/egl/libEGL_adreno.so
I/dalvikvm(  470): Wrote stack traces to '/data/anr/traces.txt'
I/Process (  470): Sending signal. PID: 680 SIG: 3
I/dalvikvm(  680): threadid=3: reacting to signal 3
D/        ( 8107): HostConnection::get() New Host Connection established 0xb8f59cb0, tid 8107
D/libEGL  ( 8107): loaded /system/lib/egl/libGLESv1_CM_adreno.so
D/libEGL  ( 8107): loaded /system/lib/egl/libGLESv2_adreno.so
I/dalvikvm(  680): Wrote stack traces to '/data/anr/traces.txt'
I/Process (  470): Sending signal. PID: 556 SIG: 3
I/dalvikvm(  556): threadid=3: reacting to signal 3
I/dalvikvm(  556): Wrote stack traces to '/data/anr/traces.txt'
W/EGL_emulation( 8107): eglSurfaceAttrib not implemented 3093 12436
D/OpenGLRenderer( 8107): Enabling debug mode 0
D/dalvikvm( 8107): GC_FOR_ALLOC freed 433K, 12% free 5264K/5932K, paused 7ms, total 7ms
I/dalvikvm-heap( 8107): Grow heap (frag case) to 5.779MB for 608412-byte allocation
D/dalvikvm( 8107): GC_FOR_ALLOC freed 1K, 11% free 5856K/6528K, paused 5ms, total 5ms
D/dalvikvm( 8107): GC_FOR_ALLOC freed 6K, 11% free 5866K/6528K, paused 3ms, total 3ms
I/dalvikvm-heap( 8107): Grow heap (frag case) to 6.367MB for 608412-byte allocation
D/dalvikvm( 8107): GC_FOR_ALLOC freed <1K, 10% free 6459K/7124K, paused 4ms, total 4ms
W/EGL_emulation( 8107): eglSurfaceAttrib not implemented 3093 12436
I/Choreographer( 8107): Skipped 625 frames!  The application may be doing too much work on its main thread.
I/InputDispatcher(  470): Window 'Window{4a9d7868 u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.prelogin.PreLoginWelcomeActivity}' spent 10439.4ms processing the last input event: MotionEvent(deviceId=0, source=0x00010004, action=2, flags=0x00000000, metaState=0x00000000, buttonState=0x00000000, edgeFlags=0x00000000, xPrecision=1.0, yPrecision=1.0, displayId=0, pointers=[0: (4.0, 2.0)]), policyFlags=0x4b000000
I/InputDispatcher(  470): Window 'Window{4a9d7868 u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.prelogin.PreLoginWelcomeActivity}' spent 10439.6ms processing the last input event: MotionEvent(deviceId=0, source=0x00010004, action=2, flags=0x00000000, metaState=0x00000000, buttonState=0x00000000, edgeFlags=0x00000000, xPrecision=1.0, yPrecision=1.0, displayId=0, pointers=[0: (3.0, 1.0)]), policyFlags=0x4b000000
I/InputDispatcher(  470): Window 'Window{4a9d7868 u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.prelogin.PreLoginWelcomeActivity}' spent 10439.5ms processing the last input event: MotionEvent(deviceId=0, source=0x00010004, action=2, flags=0x00000000, metaState=0x00000000, buttonState=0x00000000, edgeFlags=0x00000000, xPrecision=1.0, yPrecision=1.0, displayId=0, pointers=[0: (-1.0, 1.0)]), policyFlags=0x4b000000
I/InputDispatcher(  470): Window 'Window{4a9d7868 u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.prelogin.PreLoginWelcomeActivity}' spent 10438.1ms processing the last input event: MotionEvent(deviceId=0, source=0x00010004, action=2, flags=0x00000000, metaState=0x00000000, buttonState=0x00000000, edgeFlags=0x00000000, xPrecision=1.0, yPrecision=1.0, displayId=0, pointers=[0: (2.0, -1.0)]), policyFlags=0x4b000000
I/InputDispatcher(  470): Window 'Window{4a9d7868 u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.prelogin.PreLoginWelcomeActivity}' spent 10438.1ms processing the last input event: MotionEvent(deviceId=0, source=0x00010004, action=2, flags=0x00000000, metaState=0x00000000, buttonState=0x00000000, edgeFlags=0x00000000, xPrecision=1.0, yPrecision=1.0, displayId=0, pointers=[0: (-2.0, 3.0)]), policyFlags=0x4b000000
I/InputDispatcher(  470): Window 'Window{4a9d7868 u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.prelogin.PreLoginWelcomeActivity}' spent 10438.0ms processing the last input event: MotionEvent(deviceId=0, source=0x00010004, action=2, flags=0x00000000, metaState=0x00000000, buttonState=0x00000000, edgeFlags=0x00000000, xPrecision=1.0, yPrecision=1.0, displayId=0, pointers=[0: (-3.0, 0.0)]), policyFlags=0x4b000000
I/InputDispatcher(  470): Window 'Window{4a9d7868 u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.prelogin.PreLoginWelcomeActivity}' spent 10438.0ms processing the last input event: MotionEvent(deviceId=0, source=0x00010004, action=2, flags=0x00000000, metaState=0x00000000, buttonState=0x00000000, edgeFlags=0x00000000, xPrecision=1.0, yPrecision=1.0, displayId=0, pointers=[0: (-4.0, -2.0)]), policyFlags=0x4b000000
I/InputDispatcher(  470): Window 'Window{4a9d7868 u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.prelogin.PreLoginWelcomeActivity}' spent 10437.9ms processing the last input event: MotionEvent(deviceId=0, source=0x00010004, action=2, flags=0x00000000, metaState=0x00000000, buttonState=0x00000000, edgeFlags=0x00000000, xPrecision=1.0, yPrecision=1.0, displayId=0, pointers=[0: (-4.0, -3.0)]), policyFlags=0x4b000000
I/InputDispatcher(  470): Window 'Window{4a9d7868 u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.prelogin.PreLoginWelcomeActivity}' spent 10437.9ms processing the last input event: MotionEvent(deviceId=0, source=0x00010004, action=2, flags=0x00000000, metaState=0x00000000, buttonState=0x00000000, edgeFlags=0x00000000, xPrecision=1.0, yPrecision=1.0, displayId=0, pointers=[0: (-2.0, 3.0)]), policyFlags=0x4b000000
I/InputDispatcher(  470): Window 'Window{4a9d7868 u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.prelogin.PreLoginWelcomeActivity}' spent 10437.8ms processing the last input event: MotionEvent(deviceId=0, source=0x00010004, action=2, flags=0x00000000, metaState=0x00000000, buttonState=0x00000000, edgeFlags=0x00000000, xPrecision=1.0, yPrecision=1.0, displayId=0, pointers=[0: (0.0, 2.0)]), policyFlags=0x4b000000
